"model","ssp","period","year","date","variable","value"
"ACCESS-CM2","ssp585","historical",2006,2006-06-20,"tasmax",314.629211425781
"ACCESS-CM2","ssp585","historical",2006,2006-06-21,"tasmax",314.363159179688
"ACCESS-CM2","ssp585","historical",2006,2006-06-22,"tasmax",314.397766113281
"ACCESS-CM2","ssp585","historical",2006,2006-06-23,"tasmax",313.594787597656
"ACCESS-CM2","ssp585","historical",2006,2006-06-24,"tasmax",312.641632080078
"ACCESS-CM2","ssp585","historical",2006,2006-06-25,"tasmax",312.289367675781
"ACCESS-CM2","ssp585","historical",2006,2006-06-26,"tasmax",312.367889404297
"ACCESS-CM2","ssp585","historical",2006,2006-06-27,"tasmax",312.511657714844
"ACCESS-CM2","ssp585","historical",2006,2006-06-28,"tasmax",313.20458984375
"ACCESS-CM2","ssp585","historical",2006,2006-06-29,"tasmax",314.407928466797
"ACCESS-CM2","ssp585","historical",2006,2006-06-30,"tasmax",314.034149169922
"ACCESS-CM2","ssp585","historical",2006,2006-07-01,"tasmax",313.077117919922
"ACCESS-CM2","ssp585","historical",2006,2006-07-02,"tasmax",313.774841308594
"ACCESS-CM2","ssp585","historical",2006,2006-07-03,"tasmax",314.098937988281
"ACCESS-CM2","ssp585","historical",2006,2006-07-04,"tasmax",314.163970947266
"ACCESS-CM2","ssp585","historical",2006,2006-07-05,"tasmax",314.109558105469
"ACCESS-CM2","ssp585","historical",2006,2006-07-06,"tasmax",315.355651855469
"ACCESS-CM2","ssp585","historical",2006,2006-07-07,"tasmax",315.150207519531
"ACCESS-CM2","ssp585","historical",2006,2006-07-08,"tasmax",314.085418701172
"ACCESS-CM2","ssp585","historical",2006,2006-07-09,"tasmax",312.629821777344
"ACCESS-CM2","ssp585","historical",2006,2006-07-10,"tasmax",312.397766113281
"ACCESS-CM2","ssp585","historical",2006,2006-07-11,"tasmax",312.408813476562
"ACCESS-CM2","ssp585","historical",2006,2006-07-12,"tasmax",312.209320068359
"ACCESS-CM2","ssp585","historical",2006,2006-07-13,"tasmax",311.375671386719
"ACCESS-CM2","ssp585","historical",2006,2006-07-14,"tasmax",310.287353515625
"ACCESS-CM2","ssp585","historical",2006,2006-07-15,"tasmax",310.011871337891
"ACCESS-CM2","ssp585","historical",2006,2006-07-16,"tasmax",309.419006347656
"ACCESS-CM2","ssp585","historical",2006,2006-07-17,"tasmax",309.180603027344
"ACCESS-CM2","ssp585","historical",2006,2006-07-18,"tasmax",309.342376708984
"ACCESS-CM2","ssp585","historical",2006,2006-07-19,"tasmax",311.289703369141
"ACCESS-CM2","ssp585","historical",2006,2006-07-20,"tasmax",311.492523193359
"ACCESS-CM2","ssp585","historical",2006,2006-07-21,"tasmax",311.653137207031
"ACCESS-CM2","ssp585","historical",2006,2006-07-22,"tasmax",311.173675537109
"ACCESS-CM2","ssp585","historical",2006,2006-07-23,"tasmax",312.129150390625
"ACCESS-CM2","ssp585","historical",2006,2006-07-24,"tasmax",313.252136230469
"ACCESS-CM2","ssp585","historical",2006,2006-07-25,"tasmax",313.708038330078
"ACCESS-CM2","ssp585","historical",2006,2006-07-26,"tasmax",314.481475830078
"ACCESS-CM2","ssp585","historical",2006,2006-07-27,"tasmax",315.172424316406
"ACCESS-CM2","ssp585","historical",2006,2006-07-28,"tasmax",314.783599853516
"ACCESS-CM2","ssp585","historical",2006,2006-07-29,"tasmax",313.939819335938
"ACCESS-CM2","ssp585","historical",2006,2006-07-30,"tasmax",313.215209960938
"ACCESS-CM2","ssp585","historical",2006,2006-07-31,"tasmax",312.142852783203
"ACCESS-CM2","ssp585","historical",2006,2006-08-01,"tasmax",311.699371337891
"ACCESS-CM2","ssp585","historical",2006,2006-08-02,"tasmax",312.345001220703
"ACCESS-CM2","ssp585","historical",2006,2006-08-03,"tasmax",309.661285400391
"ACCESS-CM2","ssp585","historical",2006,2006-08-04,"tasmax",308.456146240234
"ACCESS-CM2","ssp585","historical",2006,2006-08-05,"tasmax",306.487426757812
"ACCESS-CM2","ssp585","historical",2006,2006-08-06,"tasmax",302.539733886719
"ACCESS-CM2","ssp585","historical",2006,2006-08-07,"tasmax",304.5283203125
"ACCESS-CM2","ssp585","historical",2006,2006-08-08,"tasmax",305.877349853516
"ACCESS-CM2","ssp585","historical",2006,2006-08-09,"tasmax",308.849670410156
"ACCESS-CM2","ssp585","historical",2006,2006-08-10,"tasmax",310.594573974609
"ACCESS-CM2","ssp585","historical",2006,2006-08-11,"tasmax",312.310180664062
"ACCESS-CM2","ssp585","historical",2006,2006-08-12,"tasmax",312.216491699219
"ACCESS-CM2","ssp585","historical",2006,2006-08-13,"tasmax",310.762115478516
"ACCESS-CM2","ssp585","historical",2006,2006-08-14,"tasmax",308.505859375
"ACCESS-CM2","ssp585","historical",2006,2006-08-15,"tasmax",310.862060546875
"ACCESS-CM2","ssp585","historical",2006,2006-08-16,"tasmax",312.180084228516
"ACCESS-CM2","ssp585","historical",2006,2006-08-17,"tasmax",311.952392578125
"ACCESS-CM2","ssp585","historical",2006,2006-08-18,"tasmax",310.450378417969
"ACCESS-CM2","ssp585","historical",2006,2006-08-19,"tasmax",311.407684326172
"ACCESS-CM2","ssp585","historical",2006,2006-08-20,"tasmax",311.428253173828
"ACCESS-CM2","ssp585","historical",2006,2006-08-21,"tasmax",309.821594238281
"ACCESS-CM2","ssp585","historical",2006,2006-08-22,"tasmax",309.305633544922
"ACCESS-CM2","ssp585","historical",2006,2006-08-23,"tasmax",309.241851806641
"ACCESS-CM2","ssp585","historical",2006,2006-08-24,"tasmax",309.926330566406
"ACCESS-CM2","ssp585","historical",2006,2006-08-25,"tasmax",310.369323730469
"ACCESS-CM2","ssp585","historical",2006,2006-08-26,"tasmax",311.014801025391
"ACCESS-CM2","ssp585","historical",2006,2006-08-27,"tasmax",311.120910644531
"ACCESS-CM2","ssp585","historical",2006,2006-08-28,"tasmax",310.606231689453
"ACCESS-CM2","ssp585","historical",2006,2006-08-29,"tasmax",309.368896484375
"ACCESS-CM2","ssp585","historical",2006,2006-08-30,"tasmax",309.511962890625
"ACCESS-CM2","ssp585","historical",2006,2006-08-31,"tasmax",306.989410400391
"ACCESS-CM2","ssp585","historical",2006,2006-09-01,"tasmax",306.394866943359
"ACCESS-CM2","ssp585","historical",2006,2006-09-02,"tasmax",306.830718994141
"ACCESS-CM2","ssp585","historical",2006,2006-09-03,"tasmax",307.121032714844
"ACCESS-CM2","ssp585","historical",2006,2006-09-04,"tasmax",304.768981933594
"ACCESS-CM2","ssp585","historical",2006,2006-09-05,"tasmax",304.819366455078
"ACCESS-CM2","ssp585","historical",2006,2006-09-06,"tasmax",305.962738037109
"ACCESS-CM2","ssp585","historical",2006,2006-09-07,"tasmax",306.038391113281
"ACCESS-CM2","ssp585","historical",2006,2006-09-08,"tasmax",307.041168212891
"ACCESS-CM2","ssp585","historical",2006,2006-09-09,"tasmax",308.177490234375
"ACCESS-CM2","ssp585","historical",2006,2006-09-10,"tasmax",309.514801025391
"ACCESS-CM2","ssp585","historical",2006,2006-09-11,"tasmax",310.111724853516
"ACCESS-CM2","ssp585","historical",2006,2006-09-12,"tasmax",310.129486083984
"ACCESS-CM2","ssp585","historical",2006,2006-09-13,"tasmax",309.054992675781
"ACCESS-CM2","ssp585","historical",2006,2006-09-14,"tasmax",308.277038574219
"ACCESS-CM2","ssp585","historical",2006,2006-09-15,"tasmax",309.849304199219
"ACCESS-CM2","ssp585","historical",2006,2006-09-16,"tasmax",310.681793212891
"ACCESS-CM2","ssp585","historical",2006,2006-09-17,"tasmax",310.385498046875
"ACCESS-CM2","ssp585","historical",2006,2006-09-18,"tasmax",310.933654785156
"ACCESS-CM2","ssp585","historical",2006,2006-09-19,"tasmax",311.539916992188
"ACCESS-CM2","ssp585","historical",2006,2006-09-20,"tasmax",310.967376708984
"ACCESS-CM2","ssp585","historical",2006,2006-09-21,"tasmax",309.481994628906
"ACCESS-CM2","ssp585","historical",2006,2006-09-22,"tasmax",310.467742919922
"ACCESS-CM2","ssp585","historical",2006,2006-09-23,"tasmax",310.417999267578
"ACCESS-CM2","ssp585","historical",2006,2006-09-24,"tasmax",307.9765625
"ACCESS-CM2","ssp585","historical",2006,2006-09-25,"tasmax",308.610870361328
"ACCESS-CM2","ssp585","historical",2006,2006-09-26,"tasmax",309.484680175781
"ACCESS-CM2","ssp585","historical",2006,2006-09-27,"tasmax",309.143859863281
"ACCESS-CM2","ssp585","historical",2006,2006-09-28,"tasmax",307.568786621094
"ACCESS-CM2","ssp585","historical",2006,2006-09-29,"tasmax",306.432250976562
"ACCESS-CM2","ssp585","historical",2006,2006-09-30,"tasmax",304.238464355469
"ACCESS-CM2","ssp585","historical",2006,2006-06-01,"hurs",36.5719718933105
"ACCESS-CM2","ssp585","historical",2006,2006-06-02,"hurs",41.3390274047852
"ACCESS-CM2","ssp585","historical",2006,2006-06-03,"hurs",47.4442100524902
"ACCESS-CM2","ssp585","historical",2006,2006-06-04,"hurs",41.6986083984375
"ACCESS-CM2","ssp585","historical",2006,2006-06-05,"hurs",28.310359954834
"ACCESS-CM2","ssp585","historical",2006,2006-06-06,"hurs",28.5805072784424
"ACCESS-CM2","ssp585","historical",2006,2006-06-07,"hurs",28.0951976776123
"ACCESS-CM2","ssp585","historical",2006,2006-06-08,"hurs",27.8862419128418
"ACCESS-CM2","ssp585","historical",2006,2006-06-09,"hurs",23.8178653717041
"ACCESS-CM2","ssp585","historical",2006,2006-06-10,"hurs",19.9139499664307
"ACCESS-CM2","ssp585","historical",2006,2006-06-11,"hurs",20.2292652130127
"ACCESS-CM2","ssp585","historical",2006,2006-06-12,"hurs",22.0309066772461
"ACCESS-CM2","ssp585","historical",2006,2006-06-13,"hurs",19.6162261962891
"ACCESS-CM2","ssp585","historical",2006,2006-06-14,"hurs",18.7212562561035
"ACCESS-CM2","ssp585","historical",2006,2006-06-15,"hurs",23.5647754669189
"ACCESS-CM2","ssp585","historical",2006,2006-06-16,"hurs",20.1962642669678
"ACCESS-CM2","ssp585","historical",2006,2006-06-17,"hurs",16.4063205718994
"ACCESS-CM2","ssp585","historical",2006,2006-06-18,"hurs",13.3910398483276
"ACCESS-CM2","ssp585","historical",2006,2006-06-19,"hurs",11.4175500869751
"ACCESS-CM2","ssp585","historical",2006,2006-06-20,"hurs",13.7083578109741
"ACCESS-CM2","ssp585","historical",2006,2006-06-21,"hurs",17.8255386352539
"ACCESS-CM2","ssp585","historical",2006,2006-06-22,"hurs",15.8850078582764
"ACCESS-CM2","ssp585","historical",2006,2006-06-23,"hurs",12.4909572601318
"ACCESS-CM2","ssp585","historical",2006,2006-06-24,"hurs",12.724458694458
"ACCESS-CM2","ssp585","historical",2006,2006-06-25,"hurs",13.6421184539795
"ACCESS-CM2","ssp585","historical",2006,2006-06-26,"hurs",16.5071887969971
"ACCESS-CM2","ssp585","historical",2006,2006-06-27,"hurs",16.3692150115967
"ACCESS-CM2","ssp585","historical",2006,2006-06-28,"hurs",15.8126544952393
"ACCESS-CM2","ssp585","historical",2006,2006-06-29,"hurs",13.1320686340332
"ACCESS-CM2","ssp585","historical",2006,2006-06-30,"hurs",11.3617391586304
"ACCESS-CM2","ssp585","historical",2006,2006-07-01,"hurs",10.6981077194214
"ACCESS-CM2","ssp585","historical",2006,2006-07-02,"hurs",10.6894159317017
"ACCESS-CM2","ssp585","historical",2006,2006-07-03,"hurs",10.218921661377
"ACCESS-CM2","ssp585","historical",2006,2006-07-04,"hurs",17.5285396575928
"ACCESS-CM2","ssp585","historical",2006,2006-07-05,"hurs",23.2225227355957
"ACCESS-CM2","ssp585","historical",2006,2006-07-06,"hurs",23.2747230529785
"ACCESS-CM2","ssp585","historical",2006,2006-07-07,"hurs",16.9705295562744
"ACCESS-CM2","ssp585","historical",2006,2006-07-08,"hurs",17.6211318969727
"ACCESS-CM2","ssp585","historical",2006,2006-07-09,"hurs",18.6010894775391
"ACCESS-CM2","ssp585","historical",2006,2006-07-10,"hurs",18.4221019744873
"ACCESS-CM2","ssp585","historical",2006,2006-07-11,"hurs",19.5717391967773
"ACCESS-CM2","ssp585","historical",2006,2006-07-12,"hurs",18.1212768554688
"ACCESS-CM2","ssp585","historical",2006,2006-07-13,"hurs",14.9479722976685
"ACCESS-CM2","ssp585","historical",2006,2006-07-14,"hurs",16.8373317718506
"ACCESS-CM2","ssp585","historical",2006,2006-07-15,"hurs",20.2549324035645
"ACCESS-CM2","ssp585","historical",2006,2006-07-16,"hurs",23.1822147369385
"ACCESS-CM2","ssp585","historical",2006,2006-07-17,"hurs",24.4949283599854
"ACCESS-CM2","ssp585","historical",2006,2006-07-18,"hurs",21.0905818939209
"ACCESS-CM2","ssp585","historical",2006,2006-07-19,"hurs",22.0216426849365
"ACCESS-CM2","ssp585","historical",2006,2006-07-20,"hurs",21.8768329620361
"ACCESS-CM2","ssp585","historical",2006,2006-07-21,"hurs",20.0471019744873
"ACCESS-CM2","ssp585","historical",2006,2006-07-22,"hurs",23.7832431793213
"ACCESS-CM2","ssp585","historical",2006,2006-07-23,"hurs",25.6910629272461
"ACCESS-CM2","ssp585","historical",2006,2006-07-24,"hurs",26.0128002166748
"ACCESS-CM2","ssp585","historical",2006,2006-07-25,"hurs",22.2986850738525
"ACCESS-CM2","ssp585","historical",2006,2006-07-26,"hurs",18.4406337738037
"ACCESS-CM2","ssp585","historical",2006,2006-07-27,"hurs",17.0052680969238
"ACCESS-CM2","ssp585","historical",2006,2006-07-28,"hurs",18.4512958526611
"ACCESS-CM2","ssp585","historical",2006,2006-07-29,"hurs",22.0735397338867
"ACCESS-CM2","ssp585","historical",2006,2006-07-30,"hurs",29.7172164916992
"ACCESS-CM2","ssp585","historical",2006,2006-07-31,"hurs",29.640661239624
"ACCESS-CM2","ssp585","historical",2006,2006-08-01,"hurs",30.7658023834229
"ACCESS-CM2","ssp585","historical",2006,2006-08-02,"hurs",42.4105567932129
"ACCESS-CM2","ssp585","historical",2006,2006-08-03,"hurs",45.4788932800293
"ACCESS-CM2","ssp585","historical",2006,2006-08-04,"hurs",40.700122833252
"ACCESS-CM2","ssp585","historical",2006,2006-08-05,"hurs",45.5189666748047
"ACCESS-CM2","ssp585","historical",2006,2006-08-06,"hurs",59.2430000305176
"ACCESS-CM2","ssp585","historical",2006,2006-08-07,"hurs",59.1222381591797
"ACCESS-CM2","ssp585","historical",2006,2006-08-08,"hurs",48.6455192565918
"ACCESS-CM2","ssp585","historical",2006,2006-08-09,"hurs",40.5558052062988
"ACCESS-CM2","ssp585","historical",2006,2006-08-10,"hurs",28.6127815246582
"ACCESS-CM2","ssp585","historical",2006,2006-08-11,"hurs",22.4161148071289
"ACCESS-CM2","ssp585","historical",2006,2006-08-12,"hurs",29.1469879150391
"ACCESS-CM2","ssp585","historical",2006,2006-08-13,"hurs",40.0956039428711
"ACCESS-CM2","ssp585","historical",2006,2006-08-14,"hurs",50.7215690612793
"ACCESS-CM2","ssp585","historical",2006,2006-08-15,"hurs",37.5167617797852
"ACCESS-CM2","ssp585","historical",2006,2006-08-16,"hurs",32.6784782409668
"ACCESS-CM2","ssp585","historical",2006,2006-08-17,"hurs",29.3781147003174
"ACCESS-CM2","ssp585","historical",2006,2006-08-18,"hurs",29.6668701171875
"ACCESS-CM2","ssp585","historical",2006,2006-08-19,"hurs",30.2511005401611
"ACCESS-CM2","ssp585","historical",2006,2006-08-20,"hurs",30.3135433197021
"ACCESS-CM2","ssp585","historical",2006,2006-08-21,"hurs",34.6843643188477
"ACCESS-CM2","ssp585","historical",2006,2006-08-22,"hurs",36.5799102783203
"ACCESS-CM2","ssp585","historical",2006,2006-08-23,"hurs",35.8870315551758
"ACCESS-CM2","ssp585","historical",2006,2006-08-24,"hurs",33.1586151123047
"ACCESS-CM2","ssp585","historical",2006,2006-08-25,"hurs",31.1566925048828
"ACCESS-CM2","ssp585","historical",2006,2006-08-26,"hurs",30.3160190582275
"ACCESS-CM2","ssp585","historical",2006,2006-08-27,"hurs",28.0367889404297
"ACCESS-CM2","ssp585","historical",2006,2006-08-28,"hurs",34.5900077819824
"ACCESS-CM2","ssp585","historical",2006,2006-08-29,"hurs",43.0694427490234
"ACCESS-CM2","ssp585","historical",2006,2006-08-30,"hurs",45.8555297851562
"ACCESS-CM2","ssp585","historical",2006,2006-08-31,"hurs",55.8737869262695
"ACCESS-CM2","ssp585","historical",2006,2006-09-01,"hurs",68.8617630004883
"ACCESS-CM2","ssp585","historical",2006,2006-09-02,"hurs",55.116569519043
"ACCESS-CM2","ssp585","historical",2006,2006-09-03,"hurs",48.9990844726562
"ACCESS-CM2","ssp585","historical",2006,2006-09-04,"hurs",64.9124755859375
"ACCESS-CM2","ssp585","historical",2006,2006-09-05,"hurs",72.4514846801758
"ACCESS-CM2","ssp585","historical",2006,2006-09-06,"hurs",58.8015518188477
"ACCESS-CM2","ssp585","historical",2006,2006-09-07,"hurs",57.116828918457
"ACCESS-CM2","ssp585","historical",2006,2006-09-08,"hurs",60.610237121582
"ACCESS-CM2","ssp585","historical",2006,2006-09-09,"hurs",45.9087524414062
"ACCESS-CM2","ssp585","historical",2006,2006-09-10,"hurs",35.1014404296875
"ACCESS-CM2","ssp585","historical",2006,2006-09-11,"hurs",29.7408123016357
"ACCESS-CM2","ssp585","historical",2006,2006-09-12,"hurs",26.6927318572998
"ACCESS-CM2","ssp585","historical",2006,2006-09-13,"hurs",27.2669506072998
"ACCESS-CM2","ssp585","historical",2006,2006-09-14,"hurs",24.9452629089355
"ACCESS-CM2","ssp585","historical",2006,2006-09-15,"hurs",22.3349475860596
"ACCESS-CM2","ssp585","historical",2006,2006-09-16,"hurs",23.9508781433105
"ACCESS-CM2","ssp585","historical",2006,2006-09-17,"hurs",25.2880573272705
"ACCESS-CM2","ssp585","historical",2006,2006-09-18,"hurs",26.4902992248535
"ACCESS-CM2","ssp585","historical",2006,2006-09-19,"hurs",28.8142623901367
"ACCESS-CM2","ssp585","historical",2006,2006-09-20,"hurs",26.189151763916
"ACCESS-CM2","ssp585","historical",2006,2006-09-21,"hurs",22.4526691436768
"ACCESS-CM2","ssp585","historical",2006,2006-09-22,"hurs",21.3091888427734
"ACCESS-CM2","ssp585","historical",2006,2006-09-23,"hurs",25.993221282959
"ACCESS-CM2","ssp585","historical",2006,2006-09-24,"hurs",36.8264045715332
"ACCESS-CM2","ssp585","historical",2006,2006-09-25,"hurs",33.5423316955566
"ACCESS-CM2","ssp585","historical",2006,2006-09-26,"hurs",31.8840637207031
"ACCESS-CM2","ssp585","historical",2006,2006-09-27,"hurs",27.3324813842773
"ACCESS-CM2","ssp585","historical",2006,2006-09-28,"hurs",26.9938488006592
"ACCESS-CM2","ssp585","historical",2006,2006-09-29,"hurs",29.6673240661621
"ACCESS-CM2","ssp585","historical",2006,2006-09-30,"hurs",35.5284614562988
"ACCESS-CM2","ssp585","historical",2007,2007-06-01,"tasmax",311.755462646484
"ACCESS-CM2","ssp585","historical",2007,2007-06-02,"tasmax",312.451263427734
"ACCESS-CM2","ssp585","historical",2007,2007-06-03,"tasmax",313.728271484375
"ACCESS-CM2","ssp585","historical",2007,2007-06-04,"tasmax",313.969482421875
"ACCESS-CM2","ssp585","historical",2007,2007-06-05,"tasmax",313.715728759766
"ACCESS-CM2","ssp585","historical",2007,2007-06-06,"tasmax",313.228881835938
"ACCESS-CM2","ssp585","historical",2007,2007-06-07,"tasmax",312.683288574219
"ACCESS-CM2","ssp585","historical",2007,2007-06-08,"tasmax",311.437103271484
"ACCESS-CM2","ssp585","historical",2007,2007-06-09,"tasmax",309.8193359375
"ACCESS-CM2","ssp585","historical",2007,2007-06-10,"tasmax",306.279235839844
"ACCESS-CM2","ssp585","historical",2007,2007-06-11,"tasmax",302.609069824219
"ACCESS-CM2","ssp585","historical",2007,2007-06-12,"tasmax",303.331878662109
"ACCESS-CM2","ssp585","historical",2007,2007-06-13,"tasmax",306.768157958984
"ACCESS-CM2","ssp585","historical",2007,2007-06-14,"tasmax",309.918395996094
"ACCESS-CM2","ssp585","historical",2007,2007-06-15,"tasmax",311.410491943359
"ACCESS-CM2","ssp585","historical",2007,2007-06-16,"tasmax",310.699462890625
"ACCESS-CM2","ssp585","historical",2007,2007-06-17,"tasmax",310.698608398438
"ACCESS-CM2","ssp585","historical",2007,2007-06-18,"tasmax",309.656555175781
"ACCESS-CM2","ssp585","historical",2007,2007-06-19,"tasmax",308.819549560547
"ACCESS-CM2","ssp585","historical",2007,2007-06-20,"tasmax",307.706359863281
"ACCESS-CM2","ssp585","historical",2007,2007-06-21,"tasmax",306.712524414062
"ACCESS-CM2","ssp585","historical",2007,2007-06-22,"tasmax",306.911895751953
"ACCESS-CM2","ssp585","historical",2007,2007-06-23,"tasmax",308.35986328125
"ACCESS-CM2","ssp585","historical",2007,2007-06-24,"tasmax",310.091186523438
"ACCESS-CM2","ssp585","historical",2007,2007-06-25,"tasmax",310.544616699219
"ACCESS-CM2","ssp585","historical",2007,2007-06-26,"tasmax",310.617065429688
"ACCESS-CM2","ssp585","historical",2007,2007-06-27,"tasmax",310.53466796875
"ACCESS-CM2","ssp585","historical",2007,2007-06-28,"tasmax",310.161224365234
"ACCESS-CM2","ssp585","historical",2007,2007-06-29,"tasmax",309.380523681641
"ACCESS-CM2","ssp585","historical",2007,2007-06-30,"tasmax",308.65771484375
"ACCESS-CM2","ssp585","historical",2007,2007-07-01,"tasmax",307.888397216797
"ACCESS-CM2","ssp585","historical",2007,2007-07-02,"tasmax",308.640960693359
"ACCESS-CM2","ssp585","historical",2007,2007-07-03,"tasmax",310.278991699219
"ACCESS-CM2","ssp585","historical",2007,2007-07-04,"tasmax",311.057800292969
"ACCESS-CM2","ssp585","historical",2007,2007-07-05,"tasmax",310.927673339844
"ACCESS-CM2","ssp585","historical",2007,2007-07-06,"tasmax",311.211273193359
"ACCESS-CM2","ssp585","historical",2007,2007-07-07,"tasmax",310.967803955078
"ACCESS-CM2","ssp585","historical",2007,2007-07-08,"tasmax",310.455383300781
"ACCESS-CM2","ssp585","historical",2007,2007-07-09,"tasmax",308.723052978516
"ACCESS-CM2","ssp585","historical",2007,2007-07-10,"tasmax",309.434722900391
